node.exe :  ┬╗   Warning: @salesforce/cli update available from [92m2.85.7[39m to 
[92m2.133.4[39m.
At C:\Program Files\nodejs\sfdx.ps1:16 char:5
+     & "$basedir/node$exe" --no-deprecation "$basedir/node_modules/@sa ...
+     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: ( ┬╗   Warning: ...2m2.133.4[39m.:String) [], 
    RemoteException
    + FullyQualifiedErrorId : NativeCommandError
 
Warning: We plan to stop supporting v4.x of Code Analyzer in the coming months. We highly 
recommend that you start using v5.x, which is currently in Beta. For information on v5.x, 
see https://developer.salesforce.com/docs/platform/salesforce-code-analyzer/guide/code-anal
yzer.html.
"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"465","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\TenantContext.cls","43","11","EmptyCatchBlock","Avoid empty catch blocks","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptycatchblock","Error Prone","pmd"
"466","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\TenantContext.cls","63","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"467","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\TenantContext.cls","63","19","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"468","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\TenantContext.cls","63","19","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"469","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\TenantContext.cls","83","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"470","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\TenantContextTest.cls","9","9","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"471","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\WebsiteLeadConversionService.cls","2","21","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"472","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\WebsiteLeadConversionService.cls","6","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"473","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\WebsiteLeadConversionServiceTest.cls","23","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"474","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\WebsiteLeadConversionServiceTest.cls","24","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"475","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\WebsiteLeadConversionServiceTest.cls","25","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"476","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\WebsiteLeadConversionServiceTest.cls","26","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"477","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\WebsiteLeadConversionServiceTest.cls","35","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"478","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\WebsiteLeadConversionServiceTest.cls","36","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"479","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\WebsiteLeadConversionServiceTest.cls","37","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"480","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\WebsiteLeadConversionServiceTest.cls","38","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"481","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\WebsiteLeadConversionServiceTest.cls","61","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"482","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\WebsiteLeadConversionServiceTest.cls","84","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"483","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\nameController.cls","1","8","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"484","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\nameController.cls","1","8","ClassNamingConventions","The class name 'nameController' doesn't match '[A-Z][a-zA-Z0-9_]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#classnamingconventions","Code Style","pmd"
"485","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\nameController.cls","2","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"486","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\stringCheckController.cls","1","8","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"487","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\stringCheckController.cls","1","8","ClassNamingConventions","The class name 'stringCheckController' doesn't match '[A-Z][a-zA-Z0-9_]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#classnamingconventions","Code Style","pmd"
"488","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\stringCheckController.cls","2","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"

